Frame,Time,RightBicepsbrachiicaputbrevis,LeftBicepsbrachiicaputbrevis,
2548,2.548,-0.002422,0.005559,
2549,2.549,0.000712,0.003014,
2550,2.550,-0.002399,0.007239,
2551,2.551,-0.001623,0.006732,
2552,2.552,-0.002531,0.000969,
2553,2.553,-0.003280,-0.001233,
2554,2.554,0.000190,0.000796,
2555,2.555,0.001842,0.000286,
2556,2.556,-0.002288,0.003173,
2557,2.557,0.003408,0.001666,
2558,2.558,0.002664,0.006753,
2559,2.559,-0.000967,0.001855,
2560,2.560,0.003183,-0.003889,
2561,2.561,0.004807,0.004580,
2562,2.562,0.000015,0.003579,
2563,2.563,-0.005791,0.000571,
2564,2.564,-0.000597,-0.002089,
2565,2.565,-0.001324,0.002194,
2566,2.566,-0.001884,-0.002996,
2567,2.567,0.003300,0.000614,
2568,2.568,-0.007399,0.000172,
2569,2.569,0.000165,0.000755,
2570,2.570,-0.001247,-0.002717,
2571,2.571,0.004960,-0.002984,
2572,2.572,0.001699,-0.008495,
2573,2.573,0.002651,-0.001496,
2574,2.574,-0.000099,-0.002283,
2575,2.575,0.000715,-0.004761,
2576,2.576,0.005932,-0.005370,
2577,2.577,0.006575,-0.000393,
2578,2.578,-0.001756,0.000190,
2579,2.579,0.001434,0.003137,
2580,2.580,0.006648,0.005753,
2581,2.581,-0.001829,0.004642,
2582,2.582,-0.009635,0.008602,
2583,2.583,-0.000174,0.005117,
2584,2.584,0.003527,0.002144,
2585,2.585,-0.002068,0.004236,
2586,2.586,-0.005125,0.000748,
2587,2.587,-0.004299,0.003024,
2588,2.588,-0.001780,0.004285,
2589,2.589,0.003442,0.000796,
2590,2.590,0.005444,-0.006068,
2591,2.591,0.005917,-0.009053,
2592,2.592,0.003003,-0.008152,
2593,2.593,0.002468,-0.007257,
2594,2.594,0.005485,-0.006539,
2595,2.595,-0.000977,-0.001577,
2596,2.596,0.001694,0.001505,
2597,2.597,0.009442,-0.006069,
2598,2.598,-0.000070,-0.005016,
2599,2.599,-0.001276,-0.005831,
2600,2.600,-0.001457,0.006540,
2601,2.601,-0.004678,0.005714,
2602,2.602,0.011038,0.007932,
2603,2.603,-0.022646,0.008623,
2604,2.604,0.001515,0.000339,
2605,2.605,-0.002907,-0.000671,
2606,2.606,0.000967,0.000349,
2607,2.607,0.004489,0.001209,
2608,2.608,0.001243,0.003744,
2609,2.609,-0.001655,0.001549,
2610,2.610,-0.004403,0.003570,
2611,2.611,-0.002057,-0.003387,
2612,2.612,-0.004275,-0.004246,
2613,2.613,-0.002275,-0.008496,
2614,2.614,-0.000443,-0.004802,
2615,2.615,0.001229,-0.005507,
2616,2.616,-0.003356,-0.009757,
2617,2.617,-0.004725,-0.011487,
2618,2.618,0.001530,-0.007976,
2619,2.619,0.002534,-0.001077,
2620,2.620,0.003552,-0.002121,
2621,2.621,0.008109,0.002415,
2622,2.622,-0.001372,0.004925,
2623,2.623,-0.007636,0.002692,
2624,2.624,-0.015412,-0.000893,
2625,2.625,-0.003925,-0.002613,
2626,2.626,0.006738,-0.004334,
2627,2.627,-0.000189,0.003418,
2628,2.628,0.003541,0.000187,
2629,2.629,-0.002036,0.003214,
2630,2.630,0.001017,0.004034,
2631,2.631,-0.007416,0.004863,
2632,2.632,0.000370,0.004176,
2633,2.633,-0.002658,0.006204,
2634,2.634,-0.003475,0.003147,
2635,2.635,-0.000896,-0.005680,
2636,2.636,0.004373,-0.004519,
2637,2.637,-0.002033,-0.001318,
2638,2.638,0.000537,-0.004378,
2639,2.639,0.009032,0.004069,
2640,2.640,0.012295,0.000847,
2641,2.641,0.000854,0.006066,
2642,2.642,0.005490,0.006880,
2643,2.643,0.009602,-0.006005,
2644,2.644,0.003403,0.007001,
2645,2.645,0.006676,0.005300,
2646,2.646,0.005718,0.000736,
2647,2.647,-0.002668,0.004797,
2648,2.648,-0.005809,0.005979,
2649,2.649,-0.008799,0.004974,
2650,2.650,-0.000291,0.001940,
2651,2.651,0.002968,-0.000741,
2652,2.652,0.008252,0.001814,
2653,2.653,0.005593,0.001160,
2654,2.654,0.001388,-0.000843,
2655,2.655,0.006663,-0.006575,
2656,2.656,0.010272,0.001892,
2657,2.657,0.000835,-0.001310,
2658,2.658,0.010553,0.001749,
2659,2.659,-0.000721,0.004473,
2660,2.660,-0.002200,0.001956,
2661,2.661,0.001904,0.004173,
2662,2.662,-0.001777,0.003509,
2663,2.663,-0.002773,0.001838,
2664,2.664,-0.003749,-0.002200,
2665,2.665,-0.004559,0.004584,
2666,2.666,-0.007066,0.007317,
2667,2.667,-0.006364,0.001434,
2668,2.668,-0.008369,-0.003769,
2669,2.669,0.001142,-0.004397,
2670,2.670,0.002538,-0.006033,
2671,2.671,-0.001151,-0.003115,
2672,2.672,-0.006698,0.000482,
2673,2.673,0.007019,-0.002521,
2674,2.674,-0.006003,-0.002818,
2675,2.675,-0.004298,-0.001758,
2676,2.676,-0.002733,-0.005611,
2677,2.677,-0.004039,-0.004039,
2678,2.678,-0.002831,0.002942,
2679,2.679,-0.008393,-0.002259,
2680,2.680,0.001105,-0.006788,
2681,2.681,-0.007683,-0.009295,
2682,2.682,-0.006657,-0.004022,
2683,2.683,-0.009692,0.006662,
2684,2.684,0.000617,0.002119,
2685,2.685,0.001968,-0.004800,
2686,2.686,-0.001756,-0.001076,
2687,2.687,-0.000749,-0.002087,
2688,2.688,-0.003820,-0.005135,
2689,2.689,-0.010274,0.005183,
2690,2.690,-0.011135,0.009245,
2691,2.691,0.000344,0.008051,
2692,2.692,-0.004776,0.004818,
2693,2.693,-0.000252,-0.000448,
2694,2.694,-0.001644,-0.003186,
2695,2.695,-0.007937,0.001012,
2696,2.696,-0.002405,0.000304,
2697,2.697,0.004820,-0.004639,
2698,2.698,0.007476,-0.002992,
2699,2.699,0.009976,-0.003546,
2700,2.700,0.010589,0.001144,
2701,2.701,0.012390,-0.001618,
2702,2.702,0.007435,-0.003363,
2703,2.703,0.016837,-0.002907,
2704,2.704,-0.004028,0.004818,
2705,2.705,0.010787,0.003741,
2706,2.706,-0.013969,0.002649,
2707,2.707,-0.004225,0.001735,
2708,2.708,0.004491,-0.000872,
2709,2.709,0.001707,0.001254,
2710,2.710,0.004001,0.001856,
2711,2.711,0.015098,-0.002454,
2712,2.712,0.000829,-0.004227,
2713,2.713,0.002616,0.003465,
2714,2.714,0.004248,-0.002209,
2715,2.715,0.002653,-0.009585,
2716,2.716,0.001234,-0.008833,
2717,2.717,-0.005087,-0.008080,
2718,2.718,-0.008348,-0.005975,
2719,2.719,-0.003156,0.001708,
2720,2.720,-0.004043,0.002624,
2721,2.721,0.001852,0.003385,
2722,2.722,0.004029,0.000764,
2723,2.723,-0.006660,-0.004562,
2724,2.724,-0.017335,-0.001101,
2725,2.725,-0.013306,-0.008125,
2726,2.726,-0.001993,-0.001778,
2727,2.727,-0.000486,-0.002708,
2728,2.728,-0.007443,0.000931,
2729,2.729,0.003890,0.004410,
2730,2.730,-0.003719,0.002638,
2731,2.731,0.000366,0.000865,
2732,2.732,0.009181,0.001299,
2733,2.733,0.001413,0.001577,
2734,2.734,0.000420,0.004411,
2735,2.735,0.005022,0.002495,
2736,2.736,0.009288,0.006328,
2737,2.737,0.007129,0.001551,
2738,2.738,0.000728,0.002017,
2739,2.739,0.004995,0.004855,
2740,2.740,0.007233,0.009558,
2741,2.741,0.005241,0.006488,
2742,2.742,0.001060,0.002393,
2743,2.743,-0.007693,0.005919,
2744,2.744,0.003676,0.001663,
2745,2.745,-0.000863,-0.000059,
2746,2.746,-0.004886,0.003471,
2747,2.747,-0.013651,0.002257,
2748,2.748,0.003467,-0.001657,
2749,2.749,0.005863,-0.000153,
2750,2.750,-0.000712,-0.004392,
2751,2.751,0.013533,-0.004903,
2752,2.752,0.000550,-0.003383,
2753,2.753,0.005648,-0.001191,
2754,2.754,-0.001946,0.003555,
2755,2.755,0.004992,0.001882,
2756,2.756,0.006155,-0.000971,
2757,2.757,0.007183,0.001585,
2758,2.758,-0.002323,0.001938,
2759,2.759,-0.006055,0.003147,
2760,2.760,-0.007094,0.002153,
2761,2.761,0.002344,0.004548,
2762,2.762,-0.006481,0.003562,
2763,2.763,0.003805,0.005449,
2764,2.764,-0.000285,0.003122,
2765,2.765,-0.001477,0.002144,
2766,2.766,-0.007095,-0.002043,
2767,2.767,-0.001895,-0.001493,
2768,2.768,-0.001090,-0.000948,
2769,2.769,-0.008918,-0.008684,
2770,2.770,-0.009989,-0.005406,
2771,2.771,-0.003629,-0.002314,
2772,2.772,-0.002840,0.002307,
2773,2.773,0.000807,0.001514,
2774,2.774,-0.002823,-0.002162,
2775,2.775,-0.002395,-0.000087,
2776,2.776,0.002773,0.001644,
2777,2.777,-0.007958,0.000001,
2778,2.778,-0.009556,0.002582,
2779,2.779,-0.013683,0.002290,
2780,2.780,-0.010057,-0.002400,
2781,2.781,-0.002469,-0.004048,
2782,2.782,-0.005551,-0.008084,
2783,2.783,-0.004802,-0.000276,
2784,2.784,-0.003996,-0.001271,
2785,2.785,-0.006247,-0.006490,
2786,2.786,0.004348,-0.003765,
2787,2.787,-0.003304,-0.004591,
2788,2.788,-0.004710,0.000662,
2789,2.789,-0.001029,-0.001354,
2790,2.790,-0.000031,0.004409,
2791,2.791,0.000966,-0.002526,
2792,2.792,0.009402,-0.003379,
2793,2.793,0.010388,0.000835,
2794,2.794,0.000894,0.000153,
2795,2.795,0.007160,0.006556,
2796,2.796,0.008179,0.000603,
2797,2.797,0.009225,0.001253,
2798,2.798,0.010091,-0.002332,
2799,2.799,-0.002723,-0.000679,
2800,2.800,-0.008249,-0.001234,
2801,2.801,0.000275,0.003455,
2802,2.802,0.005433,-0.004546,
2803,2.803,0.000936,-0.004077,
2804,2.804,0.021829,-0.005800,
2805,2.805,-0.017150,-0.001077,
2806,2.806,0.020173,0.001956,
2807,2.807,0.005898,-0.004481,
2808,2.808,0.010418,0.001434,
2809,2.809,0.014434,-0.000760,
2810,2.810,0.011001,-0.002789,
2811,2.811,0.001313,0.000254,
2812,2.812,-0.001429,-0.003811,
2813,2.813,-0.014987,-0.002302,
2814,2.814,0.002430,-0.006543,
2815,2.815,0.004796,-0.002502,
2816,2.816,-0.001130,0.003231,
2817,2.817,0.000896,0.001015,
2818,2.818,0.009531,-0.005432,
2819,2.819,0.014281,0.005718,
2820,2.820,0.007533,0.001125,
2821,2.821,0.016520,-0.000243,
2822,2.822,0.008951,0.000943,
2823,2.823,0.003917,0.004156,
2824,2.824,0.004984,0.003141,
2825,2.825,0.009427,0.000446,
2826,2.826,0.008969,0.003004,
2827,2.827,-0.001447,0.002353,
2828,2.828,0.021783,0.001706,
2829,2.829,0.071581,0.001222,
2830,2.830,-0.034929,0.010045,
2831,2.831,0.011156,0.006345,
2832,2.832,-0.030219,0.007389,
2833,2.833,-0.017452,0.002173,
2834,2.834,-0.005698,0.003060,
2835,2.835,-0.015761,0.002253,
2836,2.836,-0.006039,0.002968,
2837,2.837,-0.014418,-0.001894,
2838,2.838,-0.021955,-0.000145,
2839,2.839,-0.014600,0.006351,
2840,2.840,-0.007921,0.005561,
2841,2.841,-0.001922,0.004945,
2842,2.842,-0.006927,-0.001427,
2843,2.843,-0.011419,0.006417,
2844,2.844,-0.006792,0.007487,
2845,2.845,-0.018422,0.002981,
2846,2.846,-0.007393,0.003895,
2847,2.847,-0.003983,0.003283,
2848,2.848,-0.006666,0.008253,
2849,2.849,-0.009196,0.004092,
2850,2.850,-0.006662,0.004675,
2851,2.851,0.000084,-0.003043,
2852,2.852,-0.001795,-0.006196,
2853,2.853,-0.007234,-0.013409,
2854,2.854,-0.002035,-0.014198,
2855,2.855,0.005711,-0.014982,
2856,2.856,-0.001123,-0.012718,
2857,2.857,-0.002207,-0.016194,
2858,2.858,0.005696,-0.010369,
2859,2.859,0.008828,-0.006567,
2860,2.860,0.011619,-0.001581,
2861,2.861,0.003892,0.002725,
2862,2.862,0.002915,0.003300,
2863,2.863,0.002101,0.005887,
2864,2.864,0.008039,0.004758,
2865,2.865,0.007378,0.001948,
2866,2.866,0.006712,0.004541,
2867,2.867,0.006204,0.002903,
2868,2.868,0.002145,0.007353,
2869,2.869,0.004665,0.003332,
2870,2.870,-0.002280,-0.003395,
2871,2.871,0.002907,0.003060,
2872,2.872,0.000150,0.002238,
2873,2.873,0.004304,-0.006200,
2874,2.874,0.003556,-0.007200,
2875,2.875,-0.007182,-0.006174,
2876,2.876,0.000354,-0.007023,
2877,2.877,-0.003786,0.000751,
2878,2.878,-0.002722,-0.000275,
2879,2.879,-0.003852,0.002408,
2880,2.880,0.003366,-0.001843,
2881,2.881,-0.005271,0.000355,
2882,2.882,-0.004372,-0.001669,
2883,2.883,-0.007579,0.001392,
2884,2.884,-0.003161,0.000882,
2885,2.885,0.000914,0.001383,
2886,2.886,-0.002952,-0.005570,
2887,2.887,-0.008017,-0.006594,
2888,2.888,-0.007656,0.001856,
2889,2.889,-0.006142,0.002859,
2890,2.890,-0.002744,0.001843,
2891,2.891,-0.005934,-0.000870,
2892,2.892,0.000356,0.006890,
2893,2.893,0.001049,0.001610,
2894,2.894,0.005124,0.000733,
2895,2.895,0.002776,-0.000148,
2896,2.896,-0.000923,0.000490,
2897,2.897,0.003155,-0.003091,
2898,2.898,-0.002233,-0.006162,
2899,2.899,0.001192,0.002611,
2900,2.900,0.000547,0.006293,
2901,2.901,0.002083,0.000670,
2902,2.902,0.005475,0.003665,
2903,2.903,0.002274,-0.000113,
2904,2.904,-0.004827,0.000682,
2905,2.905,0.010741,-0.005267,
2906,2.906,-0.018682,-0.005973,
2907,2.907,0.001103,-0.006678,
2908,2.908,-0.002626,-0.007214,
2909,2.909,0.007008,-0.005541,
2910,2.910,0.003960,0.002227,
2911,2.911,0.001070,0.010006,
2912,2.912,-0.001483,0.004749,
2913,2.913,0.004910,-0.005584,
2914,2.914,0.002673,0.004039,
2915,2.915,0.000623,0.005213,
2916,2.916,-0.004645,0.001986,
2917,2.917,0.005809,0.005023,
2918,2.918,-0.004033,0.007718,
2919,2.919,0.014709,0.008557,
2920,2.920,0.006387,0.006356,
2921,2.921,0.008541,0.005666,
2922,2.922,-0.002821,0.007347,
2923,2.923,-0.000986,0.004459,
2924,2.924,-0.006774,0.007988,
2925,2.925,-0.008647,0.008303,
2926,2.926,0.008081,0.006249,
2927,2.927,0.010095,0.008768,
2928,2.928,-0.012591,0.003507,
2929,2.929,0.002115,-0.008013,
2930,2.930,-0.011765,-0.016477,
2931,2.931,-0.004649,-0.021043,
2932,2.932,-0.002626,-0.011406,
2933,2.933,0.007354,-0.007686,
2934,2.934,-0.005842,-0.002089,
2935,2.935,0.009212,-0.007305,
2936,2.936,-0.005142,-0.009959,
2937,2.937,0.011454,-0.005689,
2938,2.938,0.000141,-0.007856,
2939,2.939,-0.002043,-0.005788,
2940,2.940,-0.004032,0.003727,
2941,2.941,0.000904,0.007832,
2942,2.942,-0.000760,0.006693,
2943,2.943,-0.002236,0.007755,
2944,2.944,-0.008608,0.004756,
2945,2.945,0.001588,-0.001626,
2946,2.946,-0.002585,-0.004100,
2947,2.947,-0.014034,-0.001834,
2948,2.948,-0.006526,0.004657,
2949,2.949,0.005890,0.005567,
2950,2.950,0.010865,0.006314,
2951,2.951,0.003154,0.008410,
2952,2.952,0.004408,0.002713,
2953,2.953,0.005509,-0.008729,
2954,2.954,0.002211,-0.003579,
2955,2.955,0.007363,0.001065,
2956,2.956,0.004582,0.002484,
2957,2.957,0.007040,0.001370,
2958,2.958,0.001712,0.002463,
2959,2.959,0.006599,-0.000487,
2960,2.960,-0.000383,0.008083,
2961,2.961,0.009899,0.007183,
2962,2.962,0.008505,0.010341,
2963,2.963,-0.002890,0.001986,
2964,2.964,-0.001404,0.001056,
2965,2.965,0.002615,0.000128,
2966,2.966,-0.001130,0.001058,
2967,2.967,-0.000132,0.000307,
2968,2.968,-0.001134,-0.004823,
2969,2.969,0.003426,0.000191,
2970,2.970,-0.004338,0.003341,
2971,2.971,-0.005350,0.003957,
2972,2.972,0.004980,0.006612,
2973,2.973,-0.010247,0.007067,
2974,2.974,-0.008186,0.009206,
2975,2.975,-0.002572,0.005095,
2976,2.976,-0.000842,0.009264,
2977,2.977,-0.002326,0.007838,
2978,2.978,-0.000907,0.001004,
2979,2.979,-0.007129,-0.004148,
2980,2.980,0.003250,0.002361,
2981,2.981,0.001936,-0.000095,
2982,2.982,0.003199,-0.006961,
2983,2.983,0.008858,-0.013312,
2984,2.984,-0.004730,-0.024393,
2985,2.985,0.000942,-0.013641,
2986,2.986,-0.000651,-0.003917,
2987,2.987,0.007048,-0.000109,
2988,2.988,-0.005355,-0.001034,
2989,2.989,0.006588,-0.001958,
2990,2.990,0.008215,-0.001026,
2991,2.991,0.001384,0.003294,
2992,2.992,-0.002226,0.001185,
2993,2.993,0.008216,0.001956,
2994,2.994,0.001414,-0.007421,
2995,2.995,0.002731,-0.005983,
2996,2.996,-0.000352,-0.002202,
2997,2.997,-0.001226,-0.001132,
2998,2.998,0.001615,0.001960,
2999,2.999,0.002606,0.006583,
3000,3.000,0.006487,0.010863,
3001,3.001,-0.001120,0.007177,
3002,3.002,0.000052,-0.003453,
3003,3.003,0.004783,-0.001917,
3004,3.004,0.003427,0.004002,
3005,3.005,-0.005888,0.002662,
3006,3.006,0.013220,-0.001043,
3007,3.007,-0.027727,-0.008809,
3008,3.008,0.001698,-0.014039,
3009,3.009,-0.003407,-0.007622,
3010,3.010,0.001485,-0.001731,
3011,3.011,0.014832,0.001967,
3012,3.012,0.003158,0.008360,
3013,3.013,0.006854,0.010866,
3014,3.014,-0.002812,0.011495,
3015,3.015,-0.005558,0.000786,
3016,3.016,-0.013528,-0.009930,
3017,3.017,-0.001045,-0.003071,
3018,3.018,-0.003105,-0.001963,
3019,3.019,0.003125,-0.005272,
3020,3.020,0.001400,-0.010611,
3021,3.021,0.006600,-0.008017,
3022,3.022,-0.010192,-0.003915,
3023,3.023,-0.007863,-0.007757,
3024,3.024,-0.005721,-0.001451,
3025,3.025,0.007410,0.004332,
3026,3.026,-0.007699,0.000457,
3027,3.027,0.002561,0.002344,
3028,3.028,0.000812,0.002699,
3029,3.029,0.009366,-0.000328,
3030,3.030,-0.007456,0.007296,
3031,3.031,-0.000761,0.008166,
3032,3.032,-0.014885,0.004972,
3033,3.033,-0.001773,0.000246,
3034,3.034,0.003381,0.004310,
3035,3.035,0.004960,-0.001110,
3036,3.036,-0.001915,-0.001948,
3037,3.037,0.001848,-0.003804,
3038,3.038,0.000879,-0.001091,
3039,3.039,0.001931,-0.000748,
3040,3.040,0.002818,-0.002105,
3041,3.041,-0.003066,-0.008715,
3042,3.042,-0.008285,-0.011605,
3043,3.043,-0.006236,-0.007554,
3044,3.044,0.003249,0.002255,
3045,3.045,-0.003679,0.000743,
3046,3.046,-0.002502,0.004298,
3047,3.047,-0.001491,-0.001437,
3048,3.048,-0.002523,-0.002615,
3049,3.049,-0.008969,0.003671,
3050,3.050,-0.001206,0.004381,
3051,3.051,-0.004283,0.004929,
3052,3.052,-0.005150,0.004109,
3053,3.053,-0.000946,-0.005509,
3054,3.054,-0.000308,-0.007003,
3055,3.055,-0.001038,-0.008325,
3056,3.056,-0.000580,-0.009481,
3057,3.057,0.008174,0.004070,
3058,3.058,-0.000692,0.009497,
3059,3.059,-0.003977,0.004270,
3060,3.060,-0.007037,0.005647,
3061,3.061,0.005091,-0.001417,
3062,3.062,-0.003404,-0.000348,
3063,3.063,0.007211,-0.001477,
3064,3.064,-0.005368,-0.000564,
3065,3.065,0.003038,0.007793,
3066,3.066,-0.001588,0.002114,
3067,3.067,-0.002987,0.007263,
3068,3.068,0.000691,0.006331,
3069,3.069,0.001649,0.014027,
3070,3.070,0.000578,0.016987,
3071,3.071,0.001388,0.006583,
3072,3.072,0.002210,0.002450,
3073,3.073,0.005900,0.008650,
3074,3.074,0.000947,0.009599,
3075,3.075,0.002606,0.000072,
3076,3.076,-0.001476,0.001226,
3077,3.077,0.006275,-0.006584,
3078,3.078,0.000667,-0.005593,
3079,3.079,0.001671,-0.010185,
3080,3.080,0.004368,-0.009356,
3081,3.081,0.000110,-0.005650,
3082,3.082,0.003814,-0.003639,
3083,3.083,0.005823,0.000571,
3084,3.084,0.002772,-0.001153,
3085,3.085,0.009186,0.006610,
3086,3.086,0.004965,0.005574,
3087,3.087,-0.000278,0.004552,
3088,3.088,0.000400,0.007255,
3089,3.089,-0.001293,0.011486,
3090,3.090,-0.000786,0.010819,
3091,3.091,-0.002303,0.004401,
3092,3.092,0.004630,-0.001519,
3093,3.093,-0.000614,-0.013024,
3094,3.094,0.005821,-0.004554,
3095,3.095,-0.001943,-0.009094,
3096,3.096,0.003314,0.000586,
3097,3.097,0.002486,-0.010723,
3098,3.098,-0.000038,-0.009188,
3099,3.099,0.006922,-0.010528,
3100,3.100,-0.007101,-0.001721,
3101,3.101,-0.005048,-0.004933,
3102,3.102,0.004274,-0.003910,
3103,3.103,0.009365,0.000664,
3104,3.104,-0.001259,0.003201,
3105,3.105,0.003169,0.008784,
3106,3.106,-0.003739,0.008103,
3107,3.107,0.015234,0.006072,
3108,3.108,-0.025842,0.007770,
3109,3.109,0.003436,0.002538,
3110,3.110,-0.001805,-0.002364,
3111,3.111,-0.006538,0.001871,
3112,3.112,0.006661,-0.003383,
3113,3.113,-0.005176,-0.002712,
3114,3.114,-0.001618,-0.008459,
3115,3.115,-0.011434,-0.010641,
3116,3.116,-0.002651,-0.005698,
3117,3.117,0.005437,-0.001444,
3118,3.118,0.007790,0.000280,
3119,3.119,-0.007806,0.001821,
3120,3.120,-0.009858,-0.000374,
3121,3.121,-0.011742,-0.002391,
3122,3.122,0.003466,0.003359,
3123,3.123,-0.002649,0.002500,
3124,3.124,-0.000821,-0.007496,
3125,3.125,-0.002568,-0.006157,
3126,3.126,0.001951,-0.005009,
3127,3.127,-0.007760,-0.001830,
3128,3.128,-0.001559,-0.004909,
3129,3.129,0.001591,0.001495,
3130,3.130,0.000501,0.004000,
3131,3.131,-0.002276,0.003289,
3132,3.132,-0.001509,0.009696,
3133,3.133,0.006860,0.003751,
3134,3.134,-0.005747,0.003061,
3135,3.135,-0.004158,-0.004720,
3136,3.136,0.000315,-0.003701,
3137,3.137,0.001568,-0.002850,
3138,3.138,0.002640,-0.005383,
3139,3.139,-0.000683,-0.003181,
3140,3.140,0.002239,0.001733,
3141,3.141,-0.000593,0.004788,
3142,3.142,-0.001559,0.000726,
3143,3.143,-0.002356,-0.002833,
3144,3.144,-0.001789,-0.007928,
3145,3.145,-0.002422,0.002714,
3146,3.146,0.001506,0.007274,
3147,3.147,-0.005387,0.005922,
3148,3.148,-0.002817,0.009642,
3149,3.149,-0.000414,0.012854,
3150,3.150,0.001666,0.005586,
3151,3.151,0.002204,0.004759,
3152,3.152,-0.006226,0.002239,
3153,3.153,-0.003127,0.001588,
3154,3.154,-0.002225,0.003642,
3155,3.155,-0.001493,0.001973,
3156,3.156,-0.000758,0.003683,
3157,3.157,0.004375,0.000157,
3158,3.158,0.006304,0.000525,
3159,3.159,0.003146,-0.002314,
3160,3.160,0.007093,0.003458,
3161,3.161,-0.000732,-0.000753,
3162,3.162,0.002397,-0.007660,
3163,3.163,-0.000707,-0.014061,
3164,3.164,0.007697,-0.019961,
3165,3.165,0.013215,-0.013008,
3166,3.166,-0.002563,-0.013828,
3167,3.167,0.008568,-0.004311,
3168,3.168,-0.001595,0.007063,
3169,3.169,-0.003454,-0.000515,
3170,3.170,-0.008546,0.000866,
3171,3.171,-0.004000,0.004630,
3172,3.172,0.000048,0.007894,
3173,3.173,0.008856,0.004900,
3174,3.174,0.001104,0.011376,
3175,3.175,0.008409,0.008878,
3176,3.176,0.002021,0.003667,
3177,3.177,-0.000466,-0.001199,
3178,3.178,0.004834,0.003062,
3179,3.179,-0.000022,0.005966,
3180,3.180,0.000551,0.000257,
3181,3.181,0.005861,0.004018,
3182,3.182,0.003908,-0.000859,
3183,3.183,0.007045,-0.010303,
3184,3.184,0.001900,-0.006217,
3185,3.185,-0.000046,-0.007363,
3186,3.186,0.003096,-0.006304,
3187,3.187,-0.000860,-0.003224,
3188,3.188,0.007038,-0.004041,
3189,3.189,0.006139,-0.006551,
3190,3.190,0.001019,-0.001278,
3191,3.191,0.003848,-0.000577,
3192,3.192,-0.007190,0.003680,
3193,3.193,0.006807,0.007764,
3194,3.194,0.005077,0.001021,
3195,3.195,0.003521,0.001875,
3196,3.196,0.008238,-0.000640,
3197,3.197,0.004324,0.003099,
3198,3.198,-0.001787,-0.000437,
3199,3.199,0.003949,-0.002101,
3200,3.200,0.007153,-0.001570,
3201,3.201,-0.003006,-0.004103,
3202,3.202,-0.001483,0.000982,
3203,3.203,-0.005053,0.003010,
3204,3.204,-0.001685,0.007234,
3205,3.205,-0.002548,-0.000384,
3206,3.206,0.003191,-0.004111,
3207,3.207,-0.008849,-0.007174,
3208,3.208,0.013288,0.001265,
3209,3.209,-0.031570,0.000233,
3210,3.210,0.000876,-0.002828,
3211,3.211,-0.004745,-0.003674,
3212,3.212,-0.009883,0.002241,
3213,3.213,0.004618,0.002906,
3214,3.214,-0.008477,-0.002024,
3215,3.215,-0.004489,-0.007800,
3216,3.216,-0.007934,-0.000875,
3217,3.217,-0.011071,0.003688,
3218,3.218,-0.002187,0.007911,
3219,3.219,0.006005,-0.003594,
3220,3.220,0.003697,-0.008679,
3221,3.221,0.001547,-0.004129,
3222,3.222,-0.008555,-0.002785,
3223,3.223,-0.002924,-0.001593,
3224,3.224,-0.004563,0.003997,
3225,3.225,-0.003017,0.000963,
3226,3.226,-0.007056,0.007402,
3227,3.227,0.006816,0.006568,
3228,3.228,0.001240,-0.000360,
3229,3.229,0.002920,0.002347,
3230,3.230,-0.001677,0.006577,
3231,3.231,-0.005769,0.005887,
3232,3.232,-0.002075,0.002325,
3233,3.233,0.003465,-0.007156,
3234,3.234,0.000376,-0.014099,
3235,3.235,0.001172,-0.005296,
3236,3.236,-0.003104,0.000290,
3237,3.237,0.000553,-0.000721,
3238,3.238,-0.004425,0.000120,
3239,3.239,0.001253,0.004352,
3240,3.240,-0.001021,0.002154,
3241,3.241,0.000911,0.000119,
3242,3.242,-0.000873,-0.001573,
3243,3.243,-0.001475,0.004865,
3244,3.244,-0.008333,0.000654,
3245,3.245,-0.002008,0.004383,
3246,3.246,-0.004653,0.000824,
3247,3.247,-0.005443,-0.006122,
3248,3.248,-0.004885,-0.003415,
3249,3.249,-0.004494,0.002503,
3250,3.250,-0.008657,-0.002740,
3251,3.251,-0.000983,0.002164,
3252,3.252,-0.000082,0.002675,
3253,3.253,0.000821,0.002192,
3254,3.254,-0.002005,0.000693,
3255,3.255,0.007359,0.007640,
3256,3.256,0.003516,0.004602,
3257,3.257,0.004425,0.001909,
3258,3.258,0.001260,-0.000614,
3259,3.259,0.003875,-0.007526,
3260,3.260,0.009667,-0.004809,
3261,3.261,-0.001951,-0.003951,
3262,3.262,0.006432,0.003003,
3263,3.263,0.007837,0.002184,
3264,3.264,-0.001880,-0.000312,
3265,3.265,0.004293,-0.002474,
3266,3.266,-0.001382,0.005341,
3267,3.267,-0.000447,0.006393,
3268,3.268,0.002196,0.005591,
3269,3.269,0.002990,0.008182,
3270,3.270,0.003630,0.002980,
3271,3.271,0.000035,-0.007634,
3272,3.272,-0.001701,-0.009105,
3273,3.273,0.007035,-0.007690,
3274,3.274,0.005815,-0.008805,
3275,3.275,0.009008,-0.011946,
3276,3.276,-0.002506,-0.008830,
3277,3.277,0.008120,-0.000302,
3278,3.278,0.009468,0.000779,
3279,3.279,0.005735,0.006089,
3280,3.280,0.000155,0.005321,
3281,3.281,0.003195,0.001172,
3282,3.282,0.000498,-0.002480,
3283,3.283,-0.003723,-0.005968,
